id,gene,n1,n2,n3,n4,descrizione1,descrizione2
555,p6@LEPR,3953,6554,"P48357,Q4G138",LEPR,leptin receptor,gene with protein product
556,p2@LEPR,3953,6554,"P48357,Q4G138",LEPR,leptin receptor,gene with protein product
557,p2@E2F1,1869,3113,"Q01094,Q9BSD8",E2F1,E2F transcription factor 1,gene with protein product
558,p1@E2F1,1869,3113,"Q01094,Q9BSD8",E2F1,E2F transcription factor 1,gene with protein product
559,p25@SRC,6714,11283,P12931,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",gene with protein product
560,p3@SRC,6714,11283,P12931,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",gene with protein product
561,p5@SRC,6714,11283,,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",gene with protein product
562,p4@SRC,6714,11283,,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",gene with protein product
563,p2@SRC,6714,11283,,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",gene with protein product
564,p1@SRC,6714,11283,,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",gene with protein product
565,p9@SRC,6714,11283,P12931,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",gene with protein product
566,p6@SRC,6714,11283,P12931,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",gene with protein product
567,p16@SRC,6714,11283,P12931,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",gene with protein product
568,p18@SRC,6714,11283,,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",gene with protein product
569,p2@MMP9,4318,7176,P14780,MMP9,matrix metallopeptidase 9,gene with protein product
570,p1@MMP9,4318,7176,P14780,MMP9,matrix metallopeptidase 9,gene with protein product
571,p14@MMP9,4318,7176,F5H3W7,MMP9,matrix metallopeptidase 9,gene with protein product
572,p7@MMP9,4318,7176,F5H3W7,MMP9,matrix metallopeptidase 9,gene with protein product
573,p13@MMP9,4318,7176,F5H3W7,MMP9,matrix metallopeptidase 9,gene with protein product
574,p10@MMP9,4318,7176,F5H3W7,MMP9,matrix metallopeptidase 9,gene with protein product
575,p11@MMP9,4318,7176,F5H3W7,MMP9,matrix metallopeptidase 9,gene with protein product
576,p9@MMP9,4318,7176,F5H3W7,MMP9,matrix metallopeptidase 9,gene with protein product
577,p8@MMP9,4318,7176,F5H3W7,MMP9,matrix metallopeptidase 9,gene with protein product
578,p6@MMP9,4318,7176,F5H3W7,MMP9,matrix metallopeptidase 9,gene with protein product
579,p5@MMP9,4318,7176,F5H3W7,MMP9,matrix metallopeptidase 9,gene with protein product
580,p3@MMP9,4318,7176,B7Z7V0,MMP9,matrix metallopeptidase 9,gene with protein product
581,p4@MMP9,4318,7176,B7Z7V0,MMP9,matrix metallopeptidase 9,gene with protein product
582,p15@MMP9,4318,7176,F2YBS6,MMP9,matrix metallopeptidase 9,gene with protein product
583,p3@NCOA3,8202,7670,"C9JCR8,Q59EE8,Q9Y6Q9",NCOA3,nuclear receptor coactivator 3,gene with protein product
584,p1@NCOA3,8202,7670,Q9Y6Q9,NCOA3,nuclear receptor coactivator 3,gene with protein product
585,p2@NCOA3,8202,7670,,NCOA3,nuclear receptor coactivator 3,gene with protein product
586,p4@NCOA3,8202,7670,,NCOA3,nuclear receptor coactivator 3,gene with protein product
587,p8@NCOA3,8202,7670,,NCOA3,nuclear receptor coactivator 3,gene with protein product
588,p5@NCOA3,8202,7670,,NCOA3,nuclear receptor coactivator 3,gene with protein product
589,p1@SNAI1,6615,11128,O95863,SNAI1,snail family transcriptional repressor 1,gene with protein product
590,p3@AURKA,6790,11393,Q5QPD2,AURKA,aurora kinase A,gene with protein product
591,p1@AURKA,6790,11393,"O14965,A3KFJ0,Q5QPD4,A3KFJ2,Q5QPD1",AURKA,aurora kinase A,gene with protein product
592,p2@MIR155,406947,31542,,MIR155,microRNA 155,"RNA, micro"
593,p1@MIR155,406947,31542,,MIR155,microRNA 155,"RNA, micro"
594,p1@COMT,1312,2228,P21964,COMT,catechol-O-methyltransferase,gene with protein product
595,p4@COMT,1312,2228,,COMT,catechol-O-methyltransferase,gene with protein product
596,p27@COMT,1312,2228,,COMT,catechol-O-methyltransferase,gene with protein product
597,p2@COMT,1312,2228,,COMT,catechol-O-methyltransferase,gene with protein product
598,p26@COMT,1312,2228,P21964,COMT,catechol-O-methyltransferase,gene with protein product
599,p21@COMT,1312,2228,P21964,COMT,catechol-O-methyltransferase,gene with protein product
600,p10@COMT,1312,2228,P21964,COMT,catechol-O-methyltransferase,gene with protein product
601,p9@COMT,1312,2228,P21964,COMT,catechol-O-methyltransferase,gene with protein product
602,p3@COMT,1312,2228,P21964,COMT,catechol-O-methyltransferase,gene with protein product
603,p5@COMT,1312,2228,P21964,COMT,catechol-O-methyltransferase,gene with protein product
604,p14@COMT,1312,2228,P21964,COMT,catechol-O-methyltransferase,gene with protein product
605,p8@COMT,1312,2228,P21964,COMT,catechol-O-methyltransferase,gene with protein product
606,p13@COMT,1312,2228,,COMT,catechol-O-methyltransferase,gene with protein product
607,p6@COMT,1312,2228,,COMT,catechol-O-methyltransferase,gene with protein product
608,p28@COMT,1312,2228,P21964,COMT,catechol-O-methyltransferase,gene with protein product
609,p7@COMT,1312,2228,P21964,COMT,catechol-O-methyltransferase,gene with protein product
610,p5@MAPK1,5594,6871,,MAPK1,mitogen-activated protein kinase 1,gene with protein product
611,p2@MAPK1,5594,6871,P28482,MAPK1,mitogen-activated protein kinase 1,gene with protein product
612,p1@MAPK1,5594,6871,"P28482,B4DHN0",MAPK1,mitogen-activated protein kinase 1,gene with protein product
613,p16@MAPK1,5594,6871,"P28482,Q1HBJ4,Q499G7,A8CZ64",MAPK1,mitogen-activated protein kinase 1,gene with protein product
614,p4@GSTT1,2952,4641,Q6IC69,GSTT1,glutathione S-transferase theta 1,gene with protein product
615,p2@GSTT1,2952,4641,"Q4W251,F8WCF3,Q6IC69",GSTT1,glutathione S-transferase theta 1,gene with protein product
616,p1@GSTT1,2952,4641,"E9PH92,G5E9I8,G5E9K8,E9PGP8",GSTT1,glutathione S-transferase theta 1,gene with protein product
617,p3@GSTT1,2952,4641,P30711,GSTT1,glutathione S-transferase theta 1,gene with protein product
618,p5@CHEK2,11200,16627,,CHEK2,checkpoint kinase 2,gene with protein product
619,p4@CHEK2,11200,16627,,CHEK2,checkpoint kinase 2,gene with protein product
620,p3@CHEK2,11200,16627,,CHEK2,checkpoint kinase 2,gene with protein product
621,p1@CHEK2,11200,16627,"O96017,C9JFD7,B7ZBF8,B7ZBF2,F8WCV2",CHEK2,checkpoint kinase 2,gene with protein product
622,p2@CHEK2,11200,16627,"E7EPP1,Q9HBS5",CHEK2,checkpoint kinase 2,gene with protein product
623,p1@CYP2D6,1565,2625,,CYP2D6,cytochrome P450 family 2 subfamily D member 6,gene with protein product
624,p2@CYP2D6,1565,2625,Q6ICD8,CYP2D6,cytochrome P450 family 2 subfamily D member 6,gene with protein product
625,p4@IL1B,3553,5992,"B5BUQ8,O43645",IL1B,interleukin 1 beta,gene with protein product
626,p2@IL1B,3553,5992,"B5BUQ8,O43645",IL1B,interleukin 1 beta,gene with protein product
627,p11@IL1B,3553,5992,,IL1B,interleukin 1 beta,gene with protein product
628,p8@IL1B,3553,5992,,IL1B,interleukin 1 beta,gene with protein product
629,p12@IL1B,3553,5992,,IL1B,interleukin 1 beta,gene with protein product
630,p5@IL1B,3553,5992,,IL1B,interleukin 1 beta,gene with protein product
631,p10@IL1B,3553,5992,,IL1B,interleukin 1 beta,gene with protein product
632,p6@IL1B,3553,5992,,IL1B,interleukin 1 beta,gene with protein product
633,p3@IL1B,3553,5992,,IL1B,interleukin 1 beta,gene with protein product
634,p9@IL1B,3553,5992,,IL1B,interleukin 1 beta,gene with protein product
635,p14@IL1B,3553,5992,,IL1B,interleukin 1 beta,gene with protein product
636,p13@IL1B,3553,5992,,IL1B,interleukin 1 beta,gene with protein product
637,p7@IL1B,3553,5992,P01584,IL1B,interleukin 1 beta,gene with protein product
638,p1@IL1B,3553,5992,P01584,IL1B,interleukin 1 beta,gene with protein product
639,p2@CXCR4,7852,2561,Q5MIL4,CXCR4,C-X-C motif chemokine receptor 4,gene with protein product
640,p5@CXCR4,7852,2561,Q5MIL4,CXCR4,C-X-C motif chemokine receptor 4,gene with protein product
641,p3@CXCR4,7852,2561,Q5MIL4,CXCR4,C-X-C motif chemokine receptor 4,gene with protein product
642,p4@CXCR4,7852,2561,Q5MIL4,CXCR4,C-X-C motif chemokine receptor 4,gene with protein product
643,p7@CXCR4,7852,2561,P61073,CXCR4,C-X-C motif chemokine receptor 4,gene with protein product
644,p6@CXCR4,7852,2561,,CXCR4,C-X-C motif chemokine receptor 4,gene with protein product
645,p1@CXCR4,7852,2561,P61073,CXCR4,C-X-C motif chemokine receptor 4,gene with protein product
646,p13@CXCR4,7852,2561,P61073,CXCR4,C-X-C motif chemokine receptor 4,gene with protein product
647,p2@NFE2L2,4780,7782,C9JFL6,NFE2L2,"nuclear factor, erythroid 2 like 2",gene with protein product
648,p3@NFE2L2,4780,7782,C9JBM0,NFE2L2,"nuclear factor, erythroid 2 like 2",gene with protein product
649,p6@NFE2L2,4780,7782,,NFE2L2,"nuclear factor, erythroid 2 like 2",gene with protein product
650,p7@NFE2L2,4780,7782,C9J0Y1,NFE2L2,"nuclear factor, erythroid 2 like 2",gene with protein product
651,p9@NFE2L2,4780,7782,"Q16236,B4E338,E9PGJ7",NFE2L2,"nuclear factor, erythroid 2 like 2",gene with protein product
652,p5@NFE2L2,4780,7782,,NFE2L2,"nuclear factor, erythroid 2 like 2",gene with protein product
653,p1@NFE2L2,4780,7782,,NFE2L2,"nuclear factor, erythroid 2 like 2",gene with protein product
654,p10@NFE2L2,4780,7782,C9J3K4,NFE2L2,"nuclear factor, erythroid 2 like 2",gene with protein product
655,p12@NFE2L2,4780,7782,C9J3K4,NFE2L2,"nuclear factor, erythroid 2 like 2",gene with protein product
656,p16@NFE2L2,4780,7782,C9J3K4,NFE2L2,"nuclear factor, erythroid 2 like 2",gene with protein product
657,p35@NFE2L2,4780,7782,C9J3K4,NFE2L2,"nuclear factor, erythroid 2 like 2",gene with protein product
658,p13@NFE2L2,4780,7782,Q16236,NFE2L2,"nuclear factor, erythroid 2 like 2",gene with protein product
659,p14@NFE2L2,4780,7782,Q16236,NFE2L2,"nuclear factor, erythroid 2 like 2",gene with protein product
660,p4@NFE2L2,"4780,100130691",7782,,NFE2L2,"nuclear factor, erythroid 2 like 2",gene with protein product
661,p2@CASP8,841,1509,Q14790,CASP8,caspase 8,gene with protein product
662,p3@CASP8,841,1509,"E7EVN1,C9JB29",CASP8,caspase 8,gene with protein product
663,p11@CASP8,841,1509,E7EQ06,CASP8,caspase 8,gene with protein product
664,p5@CASP8,841,1509,"Q14790,A8MU92",CASP8,caspase 8,gene with protein product
665,p6@CASP8,841,1509,"E7ETB7,F8WF39",CASP8,caspase 8,gene with protein product
666,p8@CASP8,841,1509,F8WF39,CASP8,caspase 8,gene with protein product
667,p9@CASP8,841,1509,Q14790,CASP8,caspase 8,gene with protein product
668,p4@CASP8,841,1509,Q14790,CASP8,caspase 8,gene with protein product
669,p1@CASP8,841,1509,Q14790,CASP8,caspase 8,gene with protein product
670,p8@ERBB4,2066,3432,,ERBB4,erb-b2 receptor tyrosine kinase 4,gene with protein product
671,p12@ERBB4,2066,3432,E9PDR1,ERBB4,erb-b2 receptor tyrosine kinase 4,gene with protein product
672,p10@ERBB4,2066,3432,E9PDR1,ERBB4,erb-b2 receptor tyrosine kinase 4,gene with protein product
673,p7@ERBB4,2066,3432,,ERBB4,erb-b2 receptor tyrosine kinase 4,gene with protein product
674,p3@ERBB4,2066,3432,Q15303,ERBB4,erb-b2 receptor tyrosine kinase 4,gene with protein product
675,p11@ERBB4,2066,3432,Q15303,ERBB4,erb-b2 receptor tyrosine kinase 4,gene with protein product
676,p6@ERBB4,2066,3432,Q15303,ERBB4,erb-b2 receptor tyrosine kinase 4,gene with protein product
677,p2@ERBB4,2066,3432,Q15303,ERBB4,erb-b2 receptor tyrosine kinase 4,gene with protein product
678,p1@ERBB4,2066,3432,Q15303,ERBB4,erb-b2 receptor tyrosine kinase 4,gene with protein product
679,p4@ERBB4,2066,3432,Q15303,ERBB4,erb-b2 receptor tyrosine kinase 4,gene with protein product
680,p5@ERBB4,2066,3432,Q15303,ERBB4,erb-b2 receptor tyrosine kinase 4,gene with protein product
681,p2@BARD1,580,952,,BARD1,BRCA1 associated RING domain 1,gene with protein product
682,p1@BARD1,580,952,"Q99728,C9IYG1,E7EUI3,F8WCG2,A0AVN2",BARD1,BRCA1 associated RING domain 1,gene with protein product
683,p3@BARD1,580,952,"Q99728,A0AVN2",BARD1,BRCA1 associated RING domain 1,gene with protein product
684,p12@CYP1B1,1545,2597,"Q16678,Q5TZV6",CYP1B1,cytochrome P450 family 1 subfamily B member 1,gene with protein product
685,p6@CYP1B1,1545,2597,"Q16678,Q5TZV6",CYP1B1,cytochrome P450 family 1 subfamily B member 1,gene with protein product
686,p5@CYP1B1,1545,2597,"Q16678,Q5TZV6",CYP1B1,cytochrome P450 family 1 subfamily B member 1,gene with protein product
687,p7@CYP1B1,1545,2597,,CYP1B1,cytochrome P450 family 1 subfamily B member 1,gene with protein product
688,p3@CYP1B1,1545,2597,,CYP1B1,cytochrome P450 family 1 subfamily B member 1,gene with protein product
689,p2@CYP1B1,1545,2597,,CYP1B1,cytochrome P450 family 1 subfamily B member 1,gene with protein product
690,p1@CYP1B1,1545,2597,,CYP1B1,cytochrome P450 family 1 subfamily B member 1,gene with protein product
691,p9@CYP1B1,1545,2597,"Q16678,Q53TK1",CYP1B1,cytochrome P450 family 1 subfamily B member 1,gene with protein product
692,p13@CYP1B1,1545,2597,"Q16678,Q53TK1",CYP1B1,cytochrome P450 family 1 subfamily B member 1,gene with protein product
693,p4@CYP1B1,1545,2597,"Q16678,Q53TK1",CYP1B1,cytochrome P450 family 1 subfamily B member 1,gene with protein product
694,p22@EPCAM,4072,11529,P16422,EPCAM,epithelial cell adhesion molecule,gene with protein product
695,p12@EPCAM,4072,11529,P16422,EPCAM,epithelial cell adhesion molecule,gene with protein product
696,p14@EPCAM,4072,11529,P16422,EPCAM,epithelial cell adhesion molecule,gene with protein product
697,p2@EPCAM,4072,11529,P16422,EPCAM,epithelial cell adhesion molecule,gene with protein product
698,p7@EPCAM,4072,11529,P16422,EPCAM,epithelial cell adhesion molecule,gene with protein product
699,p6@EPCAM,4072,11529,P16422,EPCAM,epithelial cell adhesion molecule,gene with protein product
700,p1@EPCAM,4072,11529,P16422,EPCAM,epithelial cell adhesion molecule,gene with protein product
701,p3@EPCAM,4072,11529,,EPCAM,epithelial cell adhesion molecule,gene with protein product
702,p4@EPCAM,4072,11529,C9JKY3,EPCAM,epithelial cell adhesion molecule,gene with protein product
703,p10@EPCAM,4072,11529,,EPCAM,epithelial cell adhesion molecule,gene with protein product
704,p5@EPCAM,4072,11529,,EPCAM,epithelial cell adhesion molecule,gene with protein product
705,p8@EPCAM,4072,11529,,EPCAM,epithelial cell adhesion molecule,gene with protein product
706,p10@GSK3B,2932,4617,F5H615,GSK3B,glycogen synthase kinase 3 beta,gene with protein product
707,p11@GSK3B,2932,4617,"P49841,Q6FI27",GSK3B,glycogen synthase kinase 3 beta,gene with protein product
708,p3@GSK3B,2932,4617,"P49841,Q6FI27",GSK3B,glycogen synthase kinase 3 beta,gene with protein product
709,p9@GSK3B,2932,4617,"P49841,Q6FI27",GSK3B,glycogen synthase kinase 3 beta,gene with protein product
710,p7@GSK3B,2932,4617,"P49841,Q6FI27",GSK3B,glycogen synthase kinase 3 beta,gene with protein product
711,p6@GSK3B,2932,4617,"P49841,Q6FI27",GSK3B,glycogen synthase kinase 3 beta,gene with protein product
712,p1@GSK3B,2932,4617,"P49841,Q6FI27",GSK3B,glycogen synthase kinase 3 beta,gene with protein product
713,p2@GSK3B,2932,4617,"P49841,Q6FI27",GSK3B,glycogen synthase kinase 3 beta,gene with protein product
714,p4@GSK3B,2932,4617,"P49841,Q6FI27",GSK3B,glycogen synthase kinase 3 beta,gene with protein product
715,p5@GSK3B,2932,4617,"P49841,Q6FI27",GSK3B,glycogen synthase kinase 3 beta,gene with protein product
716,p4@PPARG,5468,9236,"D2KUA6,P37231,Q4W4C6",PPARG,peroxisome proliferator activated receptor gamma,gene with protein product
717,p5@PPARG,5468,9236,"D2KUA6,P37231,Q4W4C6",PPARG,peroxisome proliferator activated receptor gamma,gene with protein product
718,p3@PPARG,5468,9236,,PPARG,peroxisome proliferator activated receptor gamma,gene with protein product
719,p2@PPARG,5468,9236,,PPARG,peroxisome proliferator activated receptor gamma,gene with protein product
720,p6@PPARG,5468,9236,,PPARG,peroxisome proliferator activated receptor gamma,gene with protein product
721,p17@PPARG,5468,9236,E9PFV2,PPARG,peroxisome proliferator activated receptor gamma,gene with protein product
722,p1@PPARG,5468,9236,E9PFV2,PPARG,peroxisome proliferator activated receptor gamma,gene with protein product
723,p11@PPARG,5468,9236,P37231,PPARG,peroxisome proliferator activated receptor gamma,gene with protein product
724,p8@PPARG,5468,9236,P37231,PPARG,peroxisome proliferator activated receptor gamma,gene with protein product
725,p16@PPARG,5468,9236,P37231,PPARG,peroxisome proliferator activated receptor gamma,gene with protein product
726,p7@PPARG,5468,9236,P37231,PPARG,peroxisome proliferator activated receptor gamma,gene with protein product
727,p15@PPARG,5468,9236,E9PFV3,PPARG,peroxisome proliferator activated receptor gamma,gene with protein product
728,p24@WWTR1,25937,24042,,WWTR1,WW domain containing transcription regulator 1,gene with protein product
729,p39@WWTR1,25937,24042,,WWTR1,WW domain containing transcription regulator 1,gene with protein product
730,p2@WWTR1,25937,24042,,WWTR1,WW domain containing transcription regulator 1,gene with protein product
731,p12@WWTR1,25937,24042,,WWTR1,WW domain containing transcription regulator 1,gene with protein product
732,p14@WWTR1,25937,24042,,WWTR1,WW domain containing transcription regulator 1,gene with protein product
733,p18@WWTR1,25937,24042,,WWTR1,WW domain containing transcription regulator 1,gene with protein product
734,p21@WWTR1,25937,24042,,WWTR1,WW domain containing transcription regulator 1,gene with protein product
735,p10@WWTR1,25937,24042,Q9GZV5,WWTR1,WW domain containing transcription regulator 1,gene with protein product
736,p7@WWTR1,25937,24042,C9J337,WWTR1,WW domain containing transcription regulator 1,gene with protein product
737,p5@WWTR1,25937,24042,Q9GZV5,WWTR1,WW domain containing transcription regulator 1,gene with protein product
738,p15@WWTR1,25937,24042,Q9GZV5,WWTR1,WW domain containing transcription regulator 1,gene with protein product
739,p13@WWTR1,25937,24042,Q9GZV5,WWTR1,WW domain containing transcription regulator 1,gene with protein product
740,p9@WWTR1,25937,24042,,WWTR1,WW domain containing transcription regulator 1,gene with protein product
741,p16@WWTR1,25937,24042,C9J038,WWTR1,WW domain containing transcription regulator 1,gene with protein product
742,p4@WWTR1,25937,24042,C9J038,WWTR1,WW domain containing transcription regulator 1,gene with protein product
743,p3@WWTR1,25937,24042,,WWTR1,WW domain containing transcription regulator 1,gene with protein product
744,p40@WWTR1,25937,24042,,WWTR1,WW domain containing transcription regulator 1,gene with protein product
745,p1@WWTR1,25937,24042,"C9J588,Q9GZV5",WWTR1,WW domain containing transcription regulator 1,gene with protein product
746,p35@WWTR1,25937,24042,C9JQS8,WWTR1,WW domain containing transcription regulator 1,gene with protein product
747,p31@WWTR1,25937,24042,C9JQS8,WWTR1,WW domain containing transcription regulator 1,gene with protein product
748,p1@TNFSF10,8743,11925,,TNFSF10,tumor necrosis factor superfamily member 10,gene with protein product
749,p2@TNFSF10,8743,11925,A1Y9B3,TNFSF10,tumor necrosis factor superfamily member 10,gene with protein product
750,p3@TNFSF10,8743,11925,"P50591,A1Y9B3,Q6IBA9",TNFSF10,tumor necrosis factor superfamily member 10,gene with protein product
751,p4@TNFSF10,8743,11925,"P50591,A1Y9B3,Q6IBA9",TNFSF10,tumor necrosis factor superfamily member 10,gene with protein product
752,p8@PIK3CA,5290,8975,C9J951,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",gene with protein product
753,p2@PIK3CA,5290,8975,C9J951,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",gene with protein product
754,p6@PIK3CA,5290,8975,C9J951,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",gene with protein product
755,p1@PIK3CA,5290,8975,P42336,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",gene with protein product
756,p3@PIK3CA,5290,8975,P42336,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",gene with protein product
757,p7@PIK3CA,5290,8975,P42336,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",gene with protein product
758,p3@SOX2,6657,11195,P48431,SOX2,SRY-box 2,gene with protein product
759,p1@SOX2,6657,11195,P48431,SOX2,SRY-box 2,gene with protein product
760,p2@SOX2,6657,11195,P48431,SOX2,SRY-box 2,gene with protein product
761,p7@SOX2,6657,11195,P48431,SOX2,SRY-box 2,gene with protein product
762,p8@SOX2,6657,11195,,SOX2,SRY-box 2,gene with protein product
763,p6@SOX2,6657,11195,,SOX2,SRY-box 2,gene with protein product
764,p2@ADIPOQ,9370,13633,"Q15848,A8K660,B2R773",ADIPOQ,"adiponectin, C1Q and collagen domain containing",gene with protein product
765,p1@ADIPOQ,9370,13633,Q15848,ADIPOQ,"adiponectin, C1Q and collagen domain containing",gene with protein product
766,p3@ADIPOQ,9370,13633,A8K660,ADIPOQ,"adiponectin, C1Q and collagen domain containing",gene with protein product
767,p4@TP63,8626,15979,,TP63,tumor protein p63,gene with protein product
768,p16@TP63,8626,15979,,TP63,tumor protein p63,gene with protein product
769,p7@TP63,8626,15979,,TP63,tumor protein p63,gene with protein product
770,p2@TP63,8626,15979,,TP63,tumor protein p63,gene with protein product
771,p1@TP63,8626,15979,Q9H3D4,TP63,tumor protein p63,gene with protein product
772,p3@TP63,8626,15979,C9JW72,TP63,tumor protein p63,gene with protein product
773,p5@TP63,8626,15979,,TP63,tumor protein p63,gene with protein product
774,p15@TP63,8626,15979,,TP63,tumor protein p63,gene with protein product
775,p8@TP63,8626,15979,Q9H3D4,TP63,tumor protein p63,gene with protein product
776,p46@CTNNB1,1499,2514,C9IZ65,CTNNB1,catenin beta 1,gene with protein product
777,p48@CTNNB1,1499,2514,P35222,CTNNB1,catenin beta 1,gene with protein product
778,p49@CTNNB1,1499,2514,P35222,CTNNB1,catenin beta 1,gene with protein product
779,p2@CTNNB1,1499,2514,P35222,CTNNB1,catenin beta 1,gene with protein product
780,p1@CTNNB1,1499,2514,P35222,CTNNB1,catenin beta 1,gene with protein product
781,p11@CTNNB1,1499,2514,E7EV28,CTNNB1,catenin beta 1,gene with protein product
782,p8@CTNNB1,1499,2514,E7EV28,CTNNB1,catenin beta 1,gene with protein product
783,p3@CTNNB1,1499,2514,E7EV28,CTNNB1,catenin beta 1,gene with protein product
784,p38@CTNNB1,1499,2514,E7EV28,CTNNB1,catenin beta 1,gene with protein product
785,p47@CTNNB1,1499,2514,E7EV28,CTNNB1,catenin beta 1,gene with protein product
786,p5@CTNNB1,1499,2514,,CTNNB1,catenin beta 1,gene with protein product
787,p9@CTNNB1,1499,2514,,CTNNB1,catenin beta 1,gene with protein product
788,p50@CTNNB1,1499,2514,,CTNNB1,catenin beta 1,gene with protein product
789,p4@RHOA,387,667,Q9BVT0,RHOA,ras homolog family member A,gene with protein product
790,p3@RHOA,387,667,P61586,RHOA,ras homolog family member A,gene with protein product
791,p1@RHOA,387,667,"C9JX21,C9JNR4,C9JRM1",RHOA,ras homolog family member A,gene with protein product
792,p2@RHOA,387,667,"C9J1T2,P61586,Q9BVT0",RHOA,ras homolog family member A,gene with protein product
793,p4@RASSF1,11186,9882,Q5TZT2,RASSF1,Ras association domain family member 1,gene with protein product
794,p1@RASSF1,11186,9882,"Q5TZT2,Q9NS23",RASSF1,Ras association domain family member 1,gene with protein product
795,p3@RASSF1,11186,9882,"Q5TZT2,Q9NS23",RASSF1,Ras association domain family member 1,gene with protein product
796,p8@RASSF1,11186,9882,Q9NS23,RASSF1,Ras association domain family member 1,gene with protein product
797,p14@RASSF1,11186,9882,Q9NS23,RASSF1,Ras association domain family member 1,gene with protein product
798,p9@RASSF1,11186,9882,Q9NS23,RASSF1,Ras association domain family member 1,gene with protein product
799,p6@RASSF1,11186,9882,Q9NS23,RASSF1,Ras association domain family member 1,gene with protein product
800,p15@RASSF1,11186,9882,,RASSF1,Ras association domain family member 1,gene with protein product
801,p12@RASSF1,11186,9882,,RASSF1,Ras association domain family member 1,gene with protein product
802,p2@RASSF1,11186,9882,Q9NS23,RASSF1,Ras association domain family member 1,gene with protein product
803,p10@RASSF1,11186,9882,Q9NS23,RASSF1,Ras association domain family member 1,gene with protein product
804,p5@RASSF1,11186,9882,,RASSF1,Ras association domain family member 1,gene with protein product
805,p5@NFKB1,4790,7794,P19838,NFKB1,nuclear factor kappa B subunit 1,gene with protein product
806,p6@NFKB1,4790,7794,P19838,NFKB1,nuclear factor kappa B subunit 1,gene with protein product
807,p3@NFKB1,4790,7794,P19838,NFKB1,nuclear factor kappa B subunit 1,gene with protein product
808,p2@NFKB1,4790,7794,P19838,NFKB1,nuclear factor kappa B subunit 1,gene with protein product
809,p1@NFKB1,4790,7794,"D6RH30,D6RDI9",NFKB1,nuclear factor kappa B subunit 1,gene with protein product
810,p46@NFKB1,4790,7794,D6RH30,NFKB1,nuclear factor kappa B subunit 1,gene with protein product
811,p11@NFKB1,4790,7794,D6RH30,NFKB1,nuclear factor kappa B subunit 1,gene with protein product
812,p4@NFKB1,4790,7794,,NFKB1,nuclear factor kappa B subunit 1,gene with protein product
813,p8@NFKB1,4790,7794,,NFKB1,nuclear factor kappa B subunit 1,gene with protein product
814,p43@NFKB1,4790,7794,,NFKB1,nuclear factor kappa B subunit 1,gene with protein product
815,p19@NFKB1,4790,7794,,NFKB1,nuclear factor kappa B subunit 1,gene with protein product
816,p15@NFKB1,4790,7794,,NFKB1,nuclear factor kappa B subunit 1,gene with protein product
817,p28@NFKB1,4790,7794,,NFKB1,nuclear factor kappa B subunit 1,gene with protein product
818,p12@NFKB1,4790,7794,,NFKB1,nuclear factor kappa B subunit 1,gene with protein product
819,p9@NFKB1,4790,7794,,NFKB1,nuclear factor kappa B subunit 1,gene with protein product
820,p44@NFKB1,4790,7794,,NFKB1,nuclear factor kappa B subunit 1,gene with protein product
821,p45@NFKB1,4790,7794,,NFKB1,nuclear factor kappa B subunit 1,gene with protein product
822,p23@NFKB1,4790,7794,P19838,NFKB1,nuclear factor kappa B subunit 1,gene with protein product
823,p1@EGF,1950,3229,"P01133,E7EVD2",EGF,epidermal growth factor,gene with protein product
824,p2@EGF,1950,3229,P01133,EGF,epidermal growth factor,gene with protein product
825,p3@EGF,1950,3229,,EGF,epidermal growth factor,gene with protein product
826,p2@KDR,3791,6307,B4DEK3,KDR,kinase insert domain receptor,gene with protein product
827,p3@KDR,3791,6307,P35968,KDR,kinase insert domain receptor,gene with protein product
828,p1@KDR,3791,6307,P35968,KDR,kinase insert domain receptor,gene with protein product
829,p1@IL8,3576,6025,,CXCL8,C-X-C motif chemokine ligand 8,gene with protein product
830,p4@IL8,3576,6025,,CXCL8,C-X-C motif chemokine ligand 8,gene with protein product
831,p15@IL8,3576,6025,,CXCL8,C-X-C motif chemokine ligand 8,gene with protein product
832,p5@IL8,3576,6025,,CXCL8,C-X-C motif chemokine ligand 8,gene with protein product
833,p9@IL8,3576,6025,,CXCL8,C-X-C motif chemokine ligand 8,gene with protein product
